Story Name,Sentence ID,Sentence,Annotator 1,Annotator 2,Annotator 3
গোলাপী মুক্তা রহস্য,610,জিজ্ঞেস করলেন জটায়ু।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,611,‘ইয়েস স্যার।’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,612,‘পুলিশে খবর দেবেন না?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,613,‘কী লাভ?,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,614,তারা ত অনুসন্ধান করে নতুন কিছু বলতে পারবে না।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,615,সবই ত আমার জানা।’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,616,"চিত্তরঞ্জন অ্যাভিনিউতে মগনলালের বাড়ি যখন পৌঁছলাম, তখন বেজেছে ন’টা দশ।",Travel / Movement,Travel / Movement,Travel / Movement
গোলাপী মুক্তা রহস্য,617,আমরা ভিতরে ঢুকছি আর লালমোহনবাবু বিড়বিড় করছেন—‘আজ আবার কী খেল দেখাবে কে জানে!’,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,618,কিন্তু তিনতলায় মগনলালের গদিতে পৌঁছে তাকে পাওয়া গেল না।,Clue / Evidence,Clue / Evidence,Clue / Evidence
গোলাপী মুক্তা রহস্য,619,"তারই একজন কর্মচারী বলল, মগনলাল সকালে দিল্লি চলে গেছেন।",Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,620,‘প্লেনে গেছেন?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,621,ফেলুদা জিজ্ঞেস করল।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,622,"‘না, ট্রেন।’",Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,623,আমরা আবার নিচে নেমে এলাম।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,624,"লালমোহনবাবু বললেন, ‘আশ্চর্য ব্যাপার ইনিও দিল্লি গেছেন আর ওদিকে সূরয সিংও দিল্লি গেছেন।’",Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,625,"‘ব্যাপারটা ভেরিফাই করতে হবে,’ বলল ফেলুদা।",Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,626,চতুর্দিকে ফেলুদার চেনা—রেলওয়ে আপিসেও বাদ নেই।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,627,"অপরেশবাবু বলে বুকিং-এর এক ভদ্রলোকের কাছে গিয়ে ফেলুদা জিজ্ঞেস করল, ‘আজ সকালে দিল্লির কী কী ট্রেন আছে?’",Investigation Action,Dialogue,Investigation Action
গোলাপী মুক্তা রহস্য,628,‘সোয়া ন’টায় আছে—এইট্টি ওয়ান।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,629,পরদিন সকালে দশটা চল্লিশে দিল্লি পৌঁছায়।’,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,630,‘এ ছাড়া আর কিছু নেই?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,631,‘না।’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,632,‘এবার রিজার্ভেশন চার্টটা দেখে বলুন ত মিস্টার মেঘরাজ বলে এক ভদ্রলোক এই ট্রেনে দিল্লি গেছেন কিনা।’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,633,"ভদ্রলোক চার্টের নামের উপর চোখ বুলিয়ে এক জায়গায় থেমে বললেন, ‘মিস্টার এম. মেঘরাজ।",Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,634,ফার্স্ট ক্লাস এ. সি.।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,635,কিন্তু ইনি ত দিল্লি যাননি।’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,636,‘তা হলে?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,637,‘বেনারস।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,638,বেনারস গেছেন।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,639,আজ রাত সাড়ে দশটায় পৌঁছবেন।’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,640,‘বেনারস?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,641,"কথাটা শুনে আমারও আশ্চর্য লাগছিল, তবে এটা ত জানি যে মগনলালের বেনারসেও একটা বাড়ি রয়েছে।",Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,642,সেখানেই ত আমাদের সঙ্গে প্রথম আলাপ।,Character Introduction,Character Introduction,Character Introduction
গোলাপী মুক্তা রহস্য,643,‘কাল সকালের দিকে বেনারস পৌঁছায় এমন কী কী ট্রেন আছে?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,644,ফেলুদা জিজ্ঞেস করল।,Investigation Action,Dialogue,Investigation Action
গোলাপী মুক্তা রহস্য,645,"‘আপনি দুটো সুবিধের ট্রেন পাবেন একটা অমৃতসর মেল, আর একটা ডুন এক্সপ্রেস।",Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,646,"প্রথমটা ছাড়ে সন্ধ্যা সাতটা কুড়ি আর বেনারস পৌঁছায় পরদিন সকাল দশটা পাঁচ, আর অন্যটা ছাড়ে রাত আটটা পাঁচ আর পৌঁছায় সকাল এগারোটা পনেরো।’",Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,647,ফেলুদা না হলে অবিশ্যি আমাদের রিজার্ভেশন পাবার কোনো সম্ভাবনাই ছিল না।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,648,সঙ্গে টাকা ছিল না।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,649,তাই বাড়ি ফিরতে হল।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,650,আবার রেল আপিসে ফিরে গিয়ে বারোটার মধ্যে রিজার্ভেশন হয়ে গেল।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,651,লালমোহনবাবু চলে গেলেন তাঁর বাড়িতে বাক্স গুছাতে।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,652,"ফেলুদা বলে দিল, ‘ক’দিনের জন্য যাচ্ছি কিছু ঠিক নেই মশাই।",Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,653,আপনি এক হপ্তার মতো জামাকাপড় নিয়ে নিন।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,654,ওদিকে কিন্তু খুব ঠাণ্ডা—সেটা ভুলবেন না।’,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,655,ট্রেনে বলবার মতো একটা ঘটনাই হল।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,656,পরদিন সকালে সাড়ে সাতটায় বক্সারে খবরের কাগজ কিনে তাতে একটা জরুরি খবর পড়লাম।,Clue / Evidence,Clue / Evidence,Clue / Evidence
গোলাপী মুক্তা রহস্য,657,"আমেরিকা থেকে একটা ব্যবসায়ীদের দল এসেছে, তারা যেসব ভারতীয়দের সঙ্গে আলাপ আলোচনা করছে তার মধ্যে সূরয সিং একজন।",Character Introduction,Character Introduction,Character Introduction
গোলাপী মুক্তা রহস্য,658,ভদ্রলোকের দিল্লি যাবার কারণটা বোঝা গেল।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,659,মিনিট পনেরো লেট করে আমাদের ট্রেন বেনারস পৌঁছে গেল।,Travel / Movement,Travel / Movement,Travel / Movement
গোলাপী মুক্তা রহস্য,660,॥ ৭ ॥ বেনারসে দ্বিতীয়বার এসেও সেই প্রথমবারের মতোই চমক লাগল।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,661,এবারও দশাশ্বমেধ রোডে ক্যালকাটা লজেই উঠলাম।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,662,ম্যানেজারও একই রয়েছেন—নিরঞ্জনবাবু।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,663,"ঘর আছে কিনা জিজ্ঞেস করতে বললেন, ‘আপনাদের জন্য ঘর সব সময়ই আছে।",Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,664,ক’দিন থাকবেন?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,665,"‘সেটা আগে থেকে বলতে পারছি না,’ বলল ফেলুদা।",Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,666,আমরা আগেরবারের মতোই একটা চার বেডের ঘর পেয়ে গেলাম।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,667,"ব্রেকফাস্ট বক্সারেই সারা হয়ে গিয়েছিল, তাই খাবার তাড়া নেই।",Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,668,"ফেলুদা বলল, ‘আগে কর্তব্যটা সেরে নিই, তারপর খাবার কথা ভাবা যাবে।’",Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,669,‘আপনি কি একেবারে বাঘের খাঁচায় গিয়ে ঢোকার কথা ভাবছেন?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,670,লালমোহনবাবু চাপা গলায় জিজ্ঞেস করলেন।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,671,‘আপনি যদি হোটেলে থাকতে চান ত থাকতে পারেন।’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,672,"‘না না, সে কি হয়?",Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,673,থ্রী মাস্কেটিয়ার্স—ভুলে গেলে চলবে কেন?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,674,মগনলালের বাড়ি বিশ্বনাথের গলির মধ্যে দিয়ে হেঁটে যেতে হবে।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,675,আমরা বারোটা নাগাদ রওনা দিয়ে দিলাম।,Travel / Movement,Travel / Movement,Travel / Movement
গোলাপী মুক্তা রহস্য,676,"আবার সেই দৃশ্য, সেই শব্দ, সেই গন্ধ।",Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,677,"মনে হল এই ক’বছরে একটুও বদল হয়নি, আর কোনোদিনও হবে না।",Detective Reasoning / Deduction,Detective Reasoning / Deduction,Detective Reasoning / Deduction
গোলাপী মুক্তা রহস্য,678,কয়েকজন দোকানদারের মুখও যেন চিনতে পারলাম।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,679,ক্রমে মন্দির ছাড়িয়ে আমরা গলির একটা মোটামুটি নিরিবিলি অংশে পৌঁছে গেলাম।,Travel / Movement,Setting / Scene Description,Travel / Movement
গোলাপী মুক্তা রহস্য,680,সব মনে পড়ছে।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,681,"এর পরে ডাইনে ঘুরতে হবে, তারপর বাঁয়ে মোড় নিয়েই আমরা পৌঁছে যাবো মগনলালের বাড়ির রাস্তায়।",Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,682,‘আপনি কী বলবেন সেটা ঠিক করে নিয়েছেন?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,683,লালমোহনবাবু প্রশ্ন করলেন।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,684,"ফেলুদা বলল, ‘আমি যে সব সময় আগে থেকে ভেবে কাজ করি তা নয়।",Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,685,একেকটা বিশেষ মুহূর্তে একেকটা বিশেষ আইডিয়া এসে যায়।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,686,তখন সেইটে প্রয়োগ করি।’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,687,‘এর বেলাও তাই করবেন?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,688,‘সেই রকমই ত ইচ্ছে আছে।’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,689,"মগনলালের বাড়ির সদর দরজার দু’পাশে এখনো তলোয়ারধারী দুই প্রহরীর ছবি, এই ক’বছরে রঙটা একটু ফিকে হয়ে গেছে।",Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,690,আমরা দরজা দিয়ে ঢুকে একতলার উঠোনে পৌঁছলাম।,Travel / Movement,Travel / Movement,Travel / Movement
গোলাপী মুক্তা রহস্য,691,কেউ কোথাও নেই।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,692,দু’বার ‘কোই হ্যায়’ বলেও ফেলুদা জবাব পেল না।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,693,"‘চলুন উপরে,’ বলল ফেলুদা।",Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,694,"‘লোকটার সঙ্গে যখন দেখা করতেই হচ্ছে, তখন নিচে দাঁড়িয়ে থেকে ত কোনো লাভ নেই।’",Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,695,"আবার সেই ছেচল্লিশ ধাপ সিঁড়ি, আবার সেই তিন তলায়।",Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,696,দরজা দিয়ে বারান্দায় ঢুকতে একজন লোক সামনে পড়ল।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,697,"সে খৈনি ডলছিল, আমাদের দেখে একটু অবাক হয়ে হিন্দিতে প্রশ্ন করল, ‘আপনারা কাকে চাইছেন?’",Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,698,‘মগনলালজী আছেন?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,699,ফেলুদা জিজ্ঞেস করল।,Investigation Action,Dialogue,Investigation Action
গোলাপী মুক্তা রহস্য,700,"‘আছেন, তবে উনি এখন খেতে বসেছেন।",Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,701,আপনারা ওঁর ঘরে অপেক্ষা করুন।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,702,চলুন আপনাদের নিয়ে যাচ্ছি।’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,703,আমরা আবার অনেকদিন পরে মগনলালের ঘরে এসে ঢুকলাম।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,704,এই ঘরেই লালমোহনবাবুকে নাকাল করেছিলেন ভদ্রলোক।,Character Introduction,Character Introduction,Character Introduction
গোলাপী মুক্তা রহস্য,705,সে ঘটনা কোনোদিনও ভুলব না।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,706,লালমোহনবাবুকে নিয়ে রগড় করার একটা বাতিক লোকটার মজ্জাগত।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,707,কাঠমাণ্ডুতেও লালমোহনবাবুর চায়ে এল. এস. ডি. মিশিয়ে দিয়েছিলেন।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,708,"তাতে অবিশ্যি লালমোহনবাবুর খুব ক্ষতি হয়নি, কিন্তু হবার সম্ভাবনা ছিল পুরোমাত্রায়।",Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,709,"আমরা তিনজন সোফায় বসার পরেই জটায়ু চাপা স্বরে বললেন, ‘কী বলবেন ঠিক করে ফেলুন মশাই।",Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,710,এইবেলা ঠিক করে ফেলুন।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,711,আমার মাথায় ত কিছুই আসছে না।’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,712,‘আপনার মাথা দিয়ে ত আর এ মামলা চালাচ্ছি না আমি।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,713,আপনি চুপচাপ দেখে যান।’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,714,‘ইয়েটা সঙ্গে আছে?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,715,ইয়ে মানে ফেলুদার রিভলভার সেটা বুঝতে অসুবিধা হল না।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,716,‘আছে।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,717,নার্ভটাকে ঠাণ্ডা করুন।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,718,এসব সিচুয়েশনে সঙ্গে একজন নাভার্স লোক থাকলে বড় অসুবিধা হয়।’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,719,"কোত্থেকে যেন একটা ঢোলকের শব্দ আসছে, ঘরের দেয়াল-ঘড়ি টিক্ টিক্ করছে, নাকে রান্নার গন্ধ এসে ঢুকছে, আমরা চুপচাপ বসেই আছি ত বসেই আছি।",Suspense / Tension,Suspense / Tension,Suspense / Tension
গোলাপী মুক্তা রহস্য,720,‘একটা লোকের খেতে এত সময় লাগে?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,721,বিড়বিড় করে বললেন লালমোহনবাবু।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,722,কথাটা বলার মিনিট খানেকের মধ্যে একজন লোক এসে ঘরে ঢুকল।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,723,সে যে মুগুর ভাঁজা পালোয়ান তাতে কোনো সন্দেহ নেই।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,724,"সে ফেলুদার সামনে গিয়ে বলল, ‘খাড়া হো জাইয়ে।’",Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,725,‘কিঁউ?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,726,ফেলুদার প্রশ্ন।,Investigation Action,Dialogue,Investigation Action
গোলাপী মুক্তা রহস্য,727,‘সার্চ হোগা।’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,728,‘কে হুকুম দিয়েছে তোমায়?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,729,‘মালিক।’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,730,‘মগনলালজী?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,731,‘হাঁ’ ফেলুদা তবু বসে আছে দেখে লোকটা তার দু’হাত ধরে হ্যাঁচকা টান দিয়ে অনায়াসে তাকে দাঁড় করালো।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,732,"ফেলুদা আর কোনো আপত্তি করল না, কারণ এ লোকটার সঙ্গে গায়ের জোরে পেরে ওঠা পাঁচটা ফেলুদারও সাধ্যি নেই।",Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,733,লোকটা চাপড় মেরে প্রথমেই ফেলুদার রিভলভারটা বার করল।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,734,তারপর মানি ব্যাগ আর রুমাল।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,735,এবার ফেলুদাকে ছেড়ে লোকটা লালমোহনবাবুকে ধরল।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,736,লালমোহনবাবু অবিশ্যি ফেলুদার সার্চ শেষ হবার সঙ্গে সঙ্গে নিজেই উঠে দাঁড়িয়েছেন হাত মাথার উপর তুলে।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,737,আমাদের তিনজনের সার্চ শেষ হবার পর লোকটা রিভলভার ছাড়া আর সব কিছু ফেরত দিয়ে ঘর থেকে বেরিয়ে গেল।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,738,তারপরেই বাইরে থেকে একটা গলা খাঁকরানির আওয়াজ পেলাম।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,739,এ আমাদের খুব চেনা গলা।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,740,"‘এ ভাবে আমার পিছে লাগলেন কেন, মিস্টার মিটার?’",Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,741,গদিতে বসে মগনলাল প্রশ্ন করলেন।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,742,‘আপনার এখুনো শিকষা হয়নি?,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,743,কী লাভ আছে আমার পিছে পিছে ঘুরে?,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,744,আপনি ত সে মোতি আর ফিরত পাবেন না।’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,745,"‘আপনি নিজেকে খুব চালাক মনে করেন—তাই না, মগনলালজী?’",Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,746,‘সে ত আপনিও করেন।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,747,বুদ্ধি না থাকলে আর এতদিন বেওসা চালাচ্ছি?,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,748,বুদ্ধি না থাকলে আর আপনার ঘর থেকে মোতি বার করে আনতে পারি?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,749,‘কী মোতি?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,750,‘পিংক পার্ল!’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,751,মগনলাল চেঁচিয়ে উঠলেন।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,752,‘কী মোতি সেও কি আপনাকে বলে দিতে হবে?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,753,‘কে বলল পিংক পার্ল?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,754,ধীর কণ্ঠে বলল ফেলুদা।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,755,‘ইট্‌স এ হোয়াইট পার্ল।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,756,"তাও খাঁটি মুক্তো নয়, কালচারড পার্ল—যার দাম অনেক কম।",Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,757,আপনাকে ভাঁওতা দেবার জন্য ওতে পিংক রং করা হয়েছে।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,758,আসল মুক্তো চলে গেছে যার জিনিস তার কাছে।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,759,"অত বেশি বুদ্ধিমান ভাববেন না নিজেকে, মগনলালজী।’",Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,760,আমি অবাক হয়ে ফেলুদার কথা শুনছি।,Emotional Reaction,Emotional Reaction,Emotional Reaction
গোলাপী মুক্তা রহস্য,761,ও কী করে এত সব বানিয়ে বানিয়ে বলছে?,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,762,কোত্থেকে ওর এত সাহস হচ্ছে?,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,763,লালমোহনবাবু দেখলাম মাথা হেঁট করে রয়েছেন।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,764,‘আপনি সচ বলছেন?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,765,‘আপনি কীভাবে যাচাই করতে চান করে দেখুন।’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,766,মগনলাল তার সামনে রাখা একটা রুপোলি কলিং বেলে চাপড় মারলেন।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,767,পর মুহূর্তেই সেই পালোয়ান লোকটা আবার এসে ঢুকল।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,768,‘সুন্দরলালের দোকান থেকে ওকে ডেকে আনো।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,769,বলো মগনলালজী ডাকছেন।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,770,তুরন্ত্‌।’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,771,ভৃত্য চলে গেল।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,772,কিছুক্ষণ সকলেই চুপ।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,773,মগনলাল একটা পানের ডিবে থেকে পান নিয়ে মুখে পুরলেন।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,774,তারপর ডিবে বন্ধ করার সময় একটা অদ্ভুত প্রশ্ন করলেন।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,775,‘রবীন্দরনাথ টেগোরের গান আপনি জানেন?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,776,এবার মগনলালের চাউনি থেকে বুঝলাম প্রশ্নটা করা হয়েছে জটায়ুকে।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,777,‘কী আঙ্কল?,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,778,জবাব দিচ্ছেন না কেন?,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,779,আপনি বাঙালি আর আপনি টেগোর সং জানেন না?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,780,লালমোহনবাবু মাথা নেড়ে না বোঝালেন।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,781,‘সচ্‌ বোলছেন?’,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,782,এবারে মাথা নড়ল উপর-নিচে।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,783,অর্থাৎ হ্যাঁ।,Narration / Observation,Narration / Observation,Narration / Observation
গোলাপী মুক্তা রহস্য,784,ভদ্রলোক এখনো মাথা তুলতে পারছেন না।,Character Introduction,Character Introduction,Character Introduction
গোলাপী মুক্তা রহস্য,785,"এবার ফেলুদা বলল, ‘উনি গান করেন না, মগনলালজী।’",Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,786,‘করেন না ত কী হল?,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,787,এখুন করবেন।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,788,দশ মিনিট লাগবে সুন্দরলালের এখানে আসতে।,Dialogue,Dialogue,Dialogue
গোলাপী মুক্তা রহস্য,789,সেই টাইমে টেগোর সং হবে।,Dialogue,Dialogue,Dialogue
